clip_id,caption
clip_79.mp4,A person holding a pen and a pencil in front of a drawing of dragon ball z.
clip_80.mp4,The person has a collection of colored pencils and markers for drawing.
clip_81.mp4,A man looking at an interactive table in a museum.
clip_82.mp4,Two people are sitting in chairs and talking to each other.
clip_83.mp4,A man standing in front of three large screens.
clip_84.mp4,A man is holding a fish next to another man in the snow.
clip_85.mp4,There is a person wearing an orange vest and holding a shotgun walking through tall grass.
clip_86.mp4,The colorado parks wildlife logo on a black background.
clip_87.mp4,A man in a purple shirt with the words red bull player of the year.
clip_88.mp4,"There are two people playing mini golf, one person is putting the ball into the hole while the other person watches."
clip_89.mp4,A miniature golf course with a number of holes.
clip_90.mp4,A close up of a thermometer on a red surface.
clip_91.mp4,A person is cooking food in a dutch oven on an outdoor grill.
clip_92.mp4,A person is cooking food on an outdoor grill using a frying pan.
clip_93.mp4,"A woman is standing in front of a christmas tree, holding two bows and looking at them to decide which one to put on the back of the tree."
clip_94.mp4,A pair of hands cutting a piece of twine with a pair of scissors.
clip_95.mp4,A woman is standing in front of a christmas tree and talking to the camera.
clip_96.mp4,A man opening a door in an office.
clip_97.mp4,There is a tall building in the city with trees and buildings around it.
clip_98.mp4,A man walking down a brick walkway next to a bridge.
clip_99.mp4,A man wearing a white shirt and tie is sitting at a table with cups and bowls on it.
clip_100.mp4,There is a picture of a man named seong jae-gi on a wooden deck.
clip_101.mp4,There is a man sitting at a table in a restaurant. he is wearing a white shirt and a tie.
clip_102.mp4,"A sign that says ""entering gill"" at night."
clip_103.mp4,There is a bridge at night with streetlights and a car driving on the bridge.
clip_104.mp4,A newscast with a woman standing in front of a bridge.
clip_105.mp4,A man with glasses and a red hoodie sitting in a tent.
clip_106.mp4,A man is camping in a tent and drinking tea from a cup.
clip_107.mp4,"A man is standing in a snowy forest, wearing a helmet and goggles, and talking to the camera."
clip_108.mp4,A man in a suit and tie standing in front of a city at night.
clip_109.mp4,A man in a suit and tie standing in front of a weather map.
clip_110.mp4,A news anchor is standing in front of a backdrop of a city skyline with a river running through it.
clip_111.mp4,"A green background with a line of text that reads,."
clip_112.mp4,"The water is flowing over a dam, creating large waves and spray. the dam is made of concrete, and there are several pillars on top of it."
clip_113.mp4,A logging machine is cutting down trees in a forest.
clip_114.mp4,A woman is holding a christmas ornament with a deer on it and talking to the camera.
clip_115.mp4,A woman is holding up a gold-rimmed plate and smiling at the camera.
clip_116.mp4,A woman is holding up a piece of fabric with a tag on it.
clip_117.mp4,An old man with glasses and a hammer in front of a wall of pictures and tools.
clip_118.mp4,An old man is sitting in a workshop with tools and wood on the walls.
clip_119.mp4,An older man with glasses sits at a wooden chair in a workshop with tools on the wall.
clip_120.mp4,"The speaker is standing at a podium, wearing a suit and tie, and speaking into a microphone."
clip_121.mp4,"The speaker is standing at a podium, wearing a suit and tie, and speaking into a microphone."
clip_122.mp4,There is a crowd of people on motorcycles and cars on a city street at night.
clip_123.mp4,A dog laying on the floor next to a bag of raw meat.
clip_124.mp4,"A husky dog is standing on a tiled floor in a living room, looking directly at the camera."
clip_125.mp4,A dog is walking towards a bowl of food on the floor and then eating from it.
clip_126.mp4,A woman with a ring on her finger is holding something.
clip_127.mp4,A woman is cleaning a glass cabinet in a modern kitchen.
clip_128.mp4,The website for a company that provides eco-friendly cleaning products and services.
clip_129.mp4,An asian woman on a news program.
clip_130.mp4,A group of people are being transported on a truck.
clip_131.mp4,A woman is talking on the news.
clip_132.mp4,A woman in a pink shirt and orange visor hitting a tennis ball.
clip_133.mp4,A couple of women playing tennis on a clay court.
clip_134.mp4,A woman is talking to the camera in front of a green wall. she is wearing a blue shirt and has blonde hair.
clip_135.mp4,There is a black background with orange letters and numbers on it.
clip_136.mp4,A man is painting a black floor in a room.
clip_137.mp4,An abstract image of red and orange dots on a white surface.
clip_138.mp4,A newscast with an asian woman and man in front of an airplane.
clip_139.mp4,There is a large group of people in suits and ties standing in front of an airplane.
clip_140.mp4,A close up of a control panel on an airplane.
clip_141.mp4,A man in a suit on a tv news show.
clip_142.mp4,A woman wearing a pink shirt on a news program.
clip_143.mp4,There is a computer generated background with a row of white lines.
clip_144.mp4,A young woman with curly black hair is sitting in the dark and talking to someone.
clip_145.mp4,A group of people sitting in a dark cave.
clip_146.mp4,A woman with curly hair in the dark.
clip_147.mp4,A close up of a person's hand holding a piece of wire.
clip_148.mp4,A person is disassembling and repairing an automotive wiring harness.
clip_149.mp4,A person is installing a weather pack connector kit in an electrical system.
clip_150.mp4,A close up of a skull with two holes in it.
clip_151.mp4,"It is a large stone tablet with ancient hieroglyphics inscriptions on it, believed to have been written by the high priests of egypt."
clip_152.mp4,An old black and white photo of a man in uniform standing next to a young boy in a forest.
clip_153.mp4,A man in a white shirt gesturing with his hands.
clip_154.mp4,An asian woman with horns on her head.
clip_155.mp4,A man in a superhero costume is talking to another man.
clip_156.mp4,A drone is flying in a clear blue sky.
clip_157.mp4,A drone is equipped with a camera and other electronic components on its stand.
clip_158.mp4,A shadow of a drone on a grassy field.
clip_159.mp4,A blue circle with the word alfa on it.
clip_160.mp4,The player is playing a first-person shooter game and shooting at a cityscape with buildings in the background.
clip_161.mp4,A man in a headset on a video game screen.
clip_162.mp4,A person is sitting at a table in a restaurant and looking at a menu.
clip_163.mp4,There is a plate of fried chicken on a white napkin with a lemon slice on the side.
clip_164.mp4,It is a cartoon of a man standing in front of a wooden sign with mountains and hills in the background.
clip_165.mp4,"The speaker is a man in a suit and tie, standing on a stage with a brick background, speaking into a microphone and gesturing with his hands."
clip_166.mp4,A female doctor is sitting at a desk with a computer monitor and keyboard.
clip_167.mp4,The speaker is standing on a stage and speaking to an audience.
clip_168.mp4,"The person is holding three jars of different colored pigments, including ultramarine blue, black oxide, fuchsia ultima ii, violet, and titanium dioxide."
clip_169.mp4,A woman is mixing different colors of paint in small cups on a wooden table.
clip_170.mp4,A person is drawing a rainbow pattern on a wooden board using a paintbrush.
clip_171.mp4,A person is putting something in a bowl on top of a mannequin head.
clip_172.mp4,A person washing a mannequin head in a sink.
clip_173.mp4,A woman is applying makeup to a mannequin head in a bathroom.
clip_174.mp4,"The word ""русский"" (russian) appears on a metal surface with sparks flying around it."
clip_175.mp4,A steel drill bit is lying on a black surface and the camera pans over it.
clip_176.mp4,A person's hand is pressing a button on a machine.
clip_177.mp4,A man is walking in a garden and examining a lemon tree.
clip_178.mp4,A man painting a tree with white paint.
clip_179.mp4,A man is kneeling in front of a lemon tree in a garden and pointing at the tree with his hand.
clip_180.mp4,A person is mixing something in a glass bowl.
clip_181.mp4,A person is using a microwave oven to heat up food.
clip_182.mp4,A person is kneading dough on a table with their hands.
clip_183.mp4,The corner of a metal tray is shown with a spatula in it.
clip_184.mp4,There is a piece of paper on a table with some kind of container.
clip_185.mp4,A person is using a spatula to transfer cookies from a baking sheet to a cooling rack.
clip_186.mp4,A woman is talking to the camera while standing in her kitchen.
clip_187.mp4,A man is talking to the camera while standing next to an rv.
clip_188.mp4,"A man is standing in a kitchen and talking to someone. he is wearing a gray shirt, and there is a dog in the room."
clip_189.mp4,A futuristic looking vehicle with a door and a directional arrow.
clip_190.mp4,A man in a plaid shirt looking at vegetables in a grocery store.
clip_191.mp4,A white van driving down a street next to palm trees.
clip_192.mp4,A person is mixing ingredients in an electric mixer.
clip_193.mp4,A woman standing in a kitchen with bowls of food.
clip_194.mp4,A person is scooping ice cream into a bowl with a spoon.
clip_195.mp4,A woman in a kitchen holding a piece of fish.
clip_196.mp4,An asian woman is cooking and talking to the camera.
clip_197.mp4,A white bowl filled with green vegetables on a table.
clip_198.mp4,A man in a baseball cap is fixing a piece of wood in a room with unfinished walls and floor.
clip_199.mp4,A man wearing a hat and sunglasses pointing at something.
clip_200.mp4,A woman with curly hair smiling at the camera.
clip_201.mp4,A young man is cutting vegetables on a cutting board in a kitchen.
clip_202.mp4,A person is cutting vegetables on a cutting board in a dark room.
clip_203.mp4,A man is cooking food on a stove in a kitchen.
clip_204.mp4,A close up of a pile of black hair.
clip_205.mp4,A woman is getting her hair braided.
clip_206.mp4,A collage of two pictures of a girl with dreadlocks.
clip_207.mp4,"There are two women sitting on a blue couch, one of them is talking to the other."
clip_208.mp4,A woman is sitting on a blue couch and holding a small bag in her hand.
clip_209.mp4,A table with many different types of molds on it.
clip_210.mp4,A man holding a pink flamingo in a living room.
clip_211.mp4,There is a woman in sunglasses standing at a table with pink flamingos on it.
clip_212.mp4,A group of young girls are sitting on the grass and one of them is opening a gift bag.
clip_213.mp4,A map of mexico with a picture of a woman laying on a bed.
clip_214.mp4,A group of friends are having fun at an amusement park by riding on inflatable tubes in the water.
clip_215.mp4,An egyptian wall with reliefs on it.
clip_216.mp4,A close up of a person working with clay.
clip_217.mp4,A torch being used to heat up a piece of metal.
clip_218.mp4,A close up of a statue of a man's face.
clip_219.mp4,A man in a blue shirt is standing in front of a car in a garage.
clip_220.mp4,A man working on the door of a car.
clip_221.mp4,A man working on the inside of a car.
clip_222.mp4,A person cutting up a potato on a cutting board.
clip_223.mp4,A person is spreading butter on a piece of bread.
clip_224.mp4,A woman holding a coffee mug on a bed.
clip_225.mp4,A police officer walking in front of a building.
clip_226.mp4,A police officer wearing a belt with a camera on it.
clip_227.mp4,A police officer is walking up the stairs of a house with a woman in handcuffs.
clip_228.mp4,A man sitting at a table with a bottle of water.
clip_229.mp4,A person holding a plastic bottle on a wooden table.
clip_230.mp4,A person is using a drill to make a hole in a piece of plastic.
clip_231.mp4,A man in a suit and tie standing in front of the bank of canada.
clip_232.mp4,A group of traders are working in a busy stock exchange office.
clip_233.mp4,A man in a suit and tie on a tv screen.
clip_234.mp4,A house on fire with a firetruck in front of it.
clip_235.mp4,"There is a man in a suit and tie standing on the sidewalk in front of a house, holding a microphone and speaking to the camera."
clip_236.mp4,A police officer standing next to a parked car.
clip_237.mp4,A group of motorcyclists are riding on a dirt track and performing various stunts.
clip_238.mp4,A young man is wearing protective gear and sitting on a motorcycle in a desert area.
clip_239.mp4,A woman is standing next to a wind turbine and looking up at it.
clip_240.mp4,A group of people standing in front of microphones.
clip_241.mp4,A person is speaking into a microphone in front of a crowd of people.
clip_242.mp4,A television screen showing a news report.
clip_243.mp4,A person holding a piece of cardboard with holes in it.
clip_244.mp4,A person holding a metal frame on a wooden floor.
clip_245.mp4,A close up of a machine with wires attached to it.
clip_246.mp4,A person is sitting at a table with a plate of food in front of them.
clip_247.mp4,A person is eating a taco.
clip_248.mp4,A young woman is eating food in a kitchen.
clip_249.mp4,It is a black background with white text on it.
clip_250.mp4,An exercise worksheet in english.
clip_251.mp4,A young man with black hair is holding an orange cat in his hands.
clip_252.mp4,A person is standing in a garage next to a red motorcycle with a black exhaust pipe.
clip_253.mp4,The person is unboxing a product and providing information about it.
clip_254.mp4,A man kneeling in front of a red and black motorcycle.
clip_255.mp4,A pair of hands holding a piece of green tape.
clip_256.mp4,A person is making a bracelet out of ribbon.
clip_257.mp4,A person holding a pair of scissors next to a bracelet.
clip_258.mp4,A man is dancing in the kitchen.
clip_259.mp4,A young man is standing in a living room with a fan in the background.
clip_260.mp4,There is a man standing in a living room with a television on the wall.
clip_261.mp4,A man is selling fruits and vegetables at an outdoor market.
clip_262.mp4,There are various fruits and vegetables on a table.
clip_263.mp4,There are various types of fruits and vegetables on a table.
clip_264.mp4,A man in a black shirt is talking on the news.
clip_265.mp4,A man in a black shirt is talking on the news.
clip_266.mp4,A woman on a newscast talking about protests.
clip_267.mp4,A woman is sitting in front of a laptop and talking to the camera.
clip_268.mp4,A person mixing something in a bowl with a mixer.
clip_269.mp4,A woman is mixing ingredients in a bowl on a wooden table.
clip_270.mp4,A close up of a yellow grasshopper on a green surface.
clip_271.mp4,A man with a mustache is taking a selfie and he wants to create his own hashtag.
clip_272.mp4,A person is holding a piece of candy with an orange wrapper in his hand.
clip_273.mp4,A man is standing in front of an exhibition stand and holding a bicycle component.
clip_274.mp4,A man is holding a bicycle frame and examining it.
clip_275.mp4,A close up of a person holding a bike handle.
clip_276.mp4,A person standing next to a table with a jar of food on it.
clip_277.mp4,A hand reaching up to a shelf full of plants.
clip_278.mp4,A person is cleaning a white plastic tray with a spray bottle.
clip_279.mp4,A person's hands are sketching a design in a notebook.
clip_280.mp4,The person is writing something down in a notebook.
clip_281.mp4,A hand is holding a page from a notebook with designs on it.
clip_282.mp4,A man is walking a dog on a leash down a street at night.
clip_283.mp4,A man is walking with a husky dog near a fountain at night.
clip_284.mp4,A dog is walking on a sidewalk at night.
clip_285.mp4,A person holding a cup with a kfc logo on it.
clip_286.mp4,A group of people standing around a table with drinks.
clip_287.mp4,A group of people are standing outside of a restaurant at night.
clip_288.mp4,A woman sitting at a table with cupcakes on it.
clip_289.mp4,A woman sitting at a table in front of curtains.
clip_290.mp4,"A woman sitting at a table with a sign that says ""crafty creations""."
clip_291.mp4,It is a view of a city skyline with a large body of water in the foreground.
clip_292.mp4,A female soccer player is speaking at a press conference.
clip_293.mp4,A woman in a hat and scarf standing in a store.
clip_294.mp4,The gridiron football video game is being analyzed by a computer program.
clip_295.mp4,An image of a football player on a screen.
clip_296.mp4,A screenshot of a game that has a lot of information on it.
clip_297.mp4,A man in a hat is talking to the camera.
clip_298.mp4,A man in a red jacket talking to a reporter.
clip_299.mp4,A man in a hat is talking on the news.
clip_300.mp4,A white dog is standing next to a black camera on a white background.
clip_301.mp4,A white dog is standing next to a white camera on a white background.
clip_302.mp4,A small white dog wearing a black hat is sitting on a white background.
clip_303.mp4,Person texas homestead com logo on a squash plant.
clip_304.mp4,A metal exhaust fan sitting on the floor next to a wall.
clip_305.mp4,A man is working on a boat in a workshop. he is using a steaming method to steam heavy planks onto the boat.
clip_306.mp4,Two men working on a wooden object in a workshop.
clip_307.mp4,An elderly man is using a clamp to hold a piece of wood in place while working on a project.
clip_308.mp4,A man and a woman sitting at a table.
clip_309.mp4,"Two people, a young man and a woman, are sitting at a table with a grid on it and they are playing a word game."
clip_310.mp4,A man carrying a tray of cupcakes in a restaurant.
clip_311.mp4,A close up of a bowl with a cloth over it.
clip_312.mp4,A pot of red liquid being stirred on a stove.
clip_313.mp4,A woman is standing in her kitchen and talking to the camera.
clip_314.mp4,A person is washing a small monkey in a sink.
clip_315.mp4,A person holding a small monkey on a blue stuffed animal.
clip_316.mp4,A man in a hoodie holding something in his hand.
clip_317.mp4,"There is a book on a table with the title ""anthony horowitz's trigger"" in a bookstore."
clip_318.mp4,A man holding a gun and pointing it at a woman.
clip_319.mp4,A person is flipping through the pages of a book.
clip_320.mp4,A scene from a musical play with a cast of people on stage.
clip_321.mp4,A man is sitting in front of the camera and talking to the viewer.
clip_322.mp4,A person with a beard is playing a musical instrument on stage.
clip_323.mp4,An old paper with a grungy background and a text that reads.
clip_324.mp4,A woman in a purple shirt smiling at the camera.
clip_325.mp4,A woman is holding a glass of water in her hand and talking to the camera.
clip_326.mp4,A screwdriver is being used to open a cardboard box.
clip_327.mp4,A person holding a pack of batteries in a box.
clip_328.mp4,A person is holding a silver coin on a white blanket.
clip_329.mp4,An advertisement for barcode office.
clip_330.mp4,A computer screen displaying a barcode.
clip_331.mp4,A computer screen showing an excel spreadsheet.
clip_332.mp4,A person is using a white paper plate to draw a circle on a table.
clip_333.mp4,"A person is painting a paper plate with a red, white, and blue color scheme."
clip_334.mp4,A person holding a piece of paper with writing on it.
clip_335.mp4,There is a beautiful woman in a black dress standing behind a bar counter.
clip_336.mp4,A woman behind a bar is preparing a cocktail with ice and alcohol in glasses.
clip_337.mp4,A woman pouring a cocktail into a glass.
clip_338.mp4,A train is traveling through a snowy landscape.
clip_339.mp4,A man holding up a walkie talkie in the snow.
clip_340.mp4,An inbound train is approaching on a snowy track.
clip_341.mp4,A man placing cement blocks on top of each other.
clip_342.mp4,A man in a blue shirt looking down at something.
clip_343.mp4,A man is fixing something on a concrete block.
clip_344.mp4,A woman shopping in a store with a lot of clothes.
clip_345.mp4,A person is looking through the bars of an amusement park ride.
clip_346.mp4,An amusement park with a roller coaster and people riding it.
clip_347.mp4,A poster with a nurse on it.
clip_348.mp4,A group of nurses are attending a seminar.
clip_349.mp4,The speaker is a young man in a white shirt who is giving an interview at a school.
clip_350.mp4,A man is walking into a dark room with a camera following him.
clip_351.mp4,The camera is moving inside a dark cave and captures various rock formations.
clip_352.mp4,A young woman is standing behind a fence and looking at the camera.
clip_353.mp4,Two women are having a conversation in an office.
clip_354.mp4,A man and woman are walking down the street while talking to each other.
clip_355.mp4,A close up of a woman in a room with a lamp.
clip_356.mp4,A man is standing in front of a workbench in his workshop. he is wearing a blue shirt and has short hair.
clip_357.mp4,A man is using a ruler and pencil to measure a piece of wood on a table.
clip_358.mp4,A man is working on a piece of wood.
clip_359.mp4,There are different types of food ingredients on a white table.
clip_360.mp4,"There are different types of grains and nuts, such as peanuts, beans, and chickpeas, in glass bowls on a white table."
clip_361.mp4,A person is adding dry ingredients to a mixture in a large bowl on a stove.
clip_362.mp4,A bowl of crystals sitting on a counter next to a book.
clip_363.mp4,A person holding a small jar of crystals in front of a book.
clip_364.mp4,There is a bowl filled with different colored crystals on a kitchen countertop.
clip_365.mp4,There is a swimming pool with green water and some fish swimming in it.
clip_366.mp4,A person is opening the lid of a plastic container on a wooden deck.
clip_367.mp4,A man is talking to the camera in front of a swimming pool and discussing its construction.
clip_368.mp4,A woman with long blonde hair standing in a room.
clip_369.mp4,A little girl is crawling on the floor and laughing.
clip_370.mp4,A man is teaching a little girl how to play the piano.
clip_371.mp4,A woman is sitting at a table and talking to the camera.
clip_372.mp4,A person holding a blue and white pencil on a wooden table.
clip_373.mp4,Pencils of different colors and patterns are placed on a wooden surface.
clip_374.mp4,A man sitting in a car with the sunroof open.
clip_375.mp4,The dashboard of a car shows the speedometer and tachometer.
clip_376.mp4,A man is opening the trunk of a white kia sportage car.
clip_377.mp4,A young man is sitting on the stairs and talking to the camera.
clip_378.mp4,A man standing in front of another man in a room.
clip_379.mp4,"A young man in glasses and a black shirt is standing in a hallway with stairs, holding a piece of paper in his hand and looking at it."
clip_380.mp4,A video game screen showing a person holding a gun.
clip_381.mp4,A close up of the letter b on a blue background.
clip_382.mp4,A glowing man with the words thanks for watching.
clip_383.mp4,Two people on a television screen with the u s capitol in the background.
clip_384.mp4,A group of people standing around a child in a hospital bed.
clip_385.mp4,A newscast with a woman in a red dress.
clip_386.mp4,A person using a marker to write on the side of a house.
clip_387.mp4,A close up of a pair of gloves holding a cord.
clip_388.mp4,A person is using an electric drill to screw in a piece of trim on the side of a house.
clip_389.mp4,A green frog is standing on a piece of paper and sniffing it.
clip_390.mp4,A close up of a frog climbing on a wall.
clip_391.mp4,A picture of a face made of dirt on a wall.
clip_392.mp4,Computer code is written on a black background.
clip_393.mp4,A computer screen displaying a web page.
clip_394.mp4,An older woman with glasses and a red popsicle sticking out of her mouth.
clip_395.mp4,A young girl sitting in the snow with a quote.
clip_396.mp4,A blonde woman giving a speech at a podium.
clip_397.mp4,"Person trump is standing in front of a pink background, wearing a blue suit and tie."
clip_398.mp4,A person is disassembling a laptop.
clip_399.mp4,A man sitting at a table with a dell laptop in front of him.
clip_400.mp4,A close up of a computer motherboard with a bar code on it.
clip_401.mp4,A woman in a suit is holding a paper in a room.
clip_402.mp4,A movie clip with three actors on it.
clip_403.mp4,A screen shot of a movie clips website.
clip_404.mp4,A man in a suit and tie stands in front of a television set.
clip_405.mp4,A television screen with the words new at 10 on it.
clip_406.mp4,A group of people standing in front of a truck.
clip_407.mp4,A man is speaking into a microphone in front of a screen.
clip_408.mp4,A man is standing in front of a refrigerator in a kitchen.
clip_409.mp4,The front page of a newspaper with a woman in a lab coat.
clip_410.mp4,A close up of some red rims and tires.
clip_411.mp4,"The person is working on a car, and the car has a coil over suspension."
clip_412.mp4,A man is working on a blue car in a garage.
clip_413.mp4,A close up of a black and red watch in a box.
clip_414.mp4,"A red and black poster with the words ""one take the smoking tire""."
clip_415.mp4,A yellow car is driving on a winding road with a blue sky in the background.
clip_416.mp4,A man is using a machine to cut a piece of wood on a table.
clip_417.mp4,Two men working on a piece of wood in a warehouse.
clip_418.mp4,A man working on a wooden frame in a factory.
clip_419.mp4,"A young woman is standing in front of a white wall, wearing a gray sweater, and talking to the camera."
clip_420.mp4,A young woman is standing in a kitchen and talking to the camera.
clip_421.mp4,A young woman is eating a slice of pizza in front of a white wall.
clip_422.mp4,A close up of a piece of white plastic on a metal surface.
clip_423.mp4,A person is using a drill to make a hole in a piece of plastic.
clip_424.mp4,A piece of blue cloth with a pin sticking out of it.
clip_425.mp4,A man and a woman preparing food in a kitchen.
clip_426.mp4,A piece of meat sitting on a cooling rack next to a bowl of vegetables.
clip_427.mp4,A person is cutting a steak with a knife on a paper towel.
clip_428.mp4,Two people are standing in a shoe store and talking to each other.
clip_429.mp4,A man and a woman standing in front of a wall of shoes.
clip_430.mp4,A woman is shopping for sneakers in a store and talking to the salesperson.
clip_431.mp4,A person is putting something in a doll's hair.
clip_432.mp4,A person is holding a barbie doll in front of a dresser.
clip_433.mp4,A close up of a person's hand holding a doll's hair.
clip_434.mp4,A couple of old buildings in the middle of a forest.
clip_435.mp4,A close up of a frog sitting in the water of a pond.
clip_436.mp4,A red frog sitting on top of a white surface.
clip_437.mp4,A cell phone sitting on top of a cork board.
clip_438.mp4,"The lg v10 smartphone is placed on a wooden table, and its display is visible."
clip_439.mp4,A person is holding a smartphone with a large screen and using it to browse the internet.
clip_440.mp4,A woman is standing in front of a staircase and talking to the camera.
clip_441.mp4,A man in a suit standing at a podium giving a speech to a group of people.
clip_442.mp4,A coach on the sidelines yelling at his players.
clip_443.mp4,Three people are sitting on a couch in a studio setting and discussing a news story.
clip_444.mp4,An old clock with light bulbs is hanging from a wooden wall in a room.
clip_445.mp4,A close up of a light bulb with a dark background.
clip_446.mp4,A couple is sitting at a table in a kitchen and talking to the camera.
clip_447.mp4,"The speaker is sitting on a couch wearing a blue shirt and black jacket, looking directly at the camera with a serious expression."
clip_448.mp4,Three people sitting around a table on a tv show.
clip_449.mp4,A man and a woman in front of a brick wall.
clip_450.mp4,A man dressed in red holding a sword in front of a group of people.
clip_451.mp4,"A woman is standing in front of a brick wall, wearing a black top and smiling at the camera."
clip_452.mp4,A couple of brown horses are pulling a cart next to a man with an umbrella.
clip_453.mp4,Three sheep walking in a grassy field near a fence.
clip_454.mp4,A person is making traditional cheese by soaking a lump of cheese in hot water and then squeezing the water out repeatedly.
clip_455.mp4,A close up of a hand holding a white and black mask.
clip_456.mp4,A person is holding a white mask on their hand.
clip_457.mp4,"A person is holding a tablet with a scary face on it, and the person is holding the tablet with their hand."
clip_458.mp4,A news anchor in a suit and tie on a news channel.
clip_459.mp4,A man in a black hoodie is on the news.
clip_460.mp4,A tv screen showing a news report about a police shooting.
clip_461.mp4,A close up of the front end of a red car.
clip_462.mp4,A close up of the seats of a car.
clip_463.mp4,A white sports car is driving on a winding road in the mountains.
clip_464.mp4,"A young woman and her son are sitting at a table with pizza, sushi, and other food items."
clip_465.mp4,A woman and a boy sitting next to each other.
clip_466.mp4,A woman on a beach with the words 30 days to your summer body challenge.
clip_467.mp4,A man sitting at a desk with a man on a tv.
